home_rank,home_winning_rate,home_winning,away_rank,away_winning_rate,away_winning,temp,insolation,rain,holiday,event,time,target,year,month,MON,TUE,WEN,THUR,FRI,SAT,SUN,LG,DOOSAN,KIA,KT,NC,SSG,LOTTE,SAMSUNG,KIWOOM,HANHWA
3,0.613,-1,8,0.438,1,18.4,25.58,0,0,0,1,0.511,2023,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0.625,1,8,0.424,-1,19.5,27.64,0,0,1,1,0.496,2023,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5,0.484,1,7,0.483,-3,18.4,19.9,0,0,0,1,0.866,2023,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5,0.5,2,7,0.467,-4,17.8,23.86,0,1,0,0,1,2023,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5,0.515,3,7,0.452,-5,18.1,25.41,0,1,0,0,1,2023,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
3,0.611,-1,10,0.313,1,24,27.62,0,0,0,1,0.361,2023,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0.622,1,10,0.303,-1,23.5,27.59,0,0,0,1,0.414,2023,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0.632,2,10,0.294,-2,21.2,13.7,1,0,0,1,0.385,2023,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0.641,3,9,0.361,-2,22.3,25.57,0,0,1,1,0.834,2023,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0.641,3,9,0.361,-2,21.2,25.72,0,1,1,0,1,2023,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0.65,4,9,0.351,-3,17.8,20.72,0,1,1,0,0.929,2023,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4,0.525,1,8,0.436,-1,20.5,29.85,0,0,0,1,0.452,2023,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,0.512,-1,7,0.45,1,20.6,19.16,0,0,1,1,0.468,2023,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,0.524,1,7,0.439,-1,21.2,27.9,0,0,0,1,0.463,2023,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4,0.512,-1,2,0.636,1,21.4,26.25,1,0,0,1,0.439,2023,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.66,2,3,0.605,-2,24,18.2,0,0,0,1,0.856,2023,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.646,-1,3,0.614,1,22.8,23.98,0,0,0,1,0.896,2023,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.653,1,3,0.6,-1,22.8,15.18,0,0,1,1,0.927,2023,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2,0.64,-1,5,0.511,1,20.4,14.24,0,0,1,1,0.431,2023,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2,0.627,-2,4,0.521,2,22,31.19,0,1,1,0,0.795,2023,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2,0.615,-3,4,0.531,3,22.1,28.74,0,1,1,0,0.636,2023,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
5,0.51,1,9,0.388,-1,20.3,21.98,0,1,0,0,0.89,2023,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,0.52,2,10,0.38,-2,21.4,10.07,0,0,0,1,0.358,2023,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,0.529,3,10,0.373,-3,20.4,10.19,2,0,1,1,0.358,2023,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,0.519,-1,6,0.471,1,23.3,28.15,1,0,0,1,0.684,2023,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5,0.509,-2,6,0.481,2,23.2,18.18,1,1,0,0,0.936,2023,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5,0.519,1,6,0.472,-1,22.1,21.1,32,1,0,0,0.784,2023,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2,0.603,2,7,0.439,-1,22,25.43,0,0,0,1,0.467,2023,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0.61,3,8,0.431,-2,20.6,13.12,31,0,0,1,0.494,2023,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.617,4,8,0.424,-3,22.7,25.05,0,0,1,1,0.506,2023,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.623,5,5,0.5,-3,23.7,29.89,0,0,1,1,0.793,2023,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2,0.613,-1,5,0.508,1,24.2,27.4,0,1,1,0,0.963,2023,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,0.619,1,5,0.5,-1,25.9,28.79,0,1,1,0,0.802,2023,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5,0.492,-2,1,0.619,1,24.7,5.89,6,0,1,1,0.26,2023,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0.484,-3,1,0.625,2,20.5,4.79,25,0,1,1,0.23,2023,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,0.476,-4,1,0.631,3,22.5,21.48,0,0,0,1,0.307,2023,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.612,-1,4,0.516,1,24.4,18.74,0,0,1,1,0.888,2023,6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2,0.618,1,4,0.508,-1,26.4,21.93,0,1,1,0,1,2023,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2,0.623,2,4,0.5,-2,28.2,23.62,0,1,1,0,0.878,2023,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
5,0.493,2,3,0.53,-5,25.3,20.95,3,0,0,1,0.223,2023,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,0.485,-1,3,0.537,1,26.5,18.56,0,0,0,1,0.227,2023,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.639,5,9,0.439,-3,25.3,10.02,1,0,1,1,0.866,2023,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0.63,-1,9,0.448,1,27.7,29.21,0,1,0,1,1,2023,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,0.635,1,9,0.441,-1,26.7,19.16,0,1,1,0,0.882,2023,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,0.627,-1,7,0.479,4,24.5,19.96,15,0,0,1,0.409,2023,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.632,1,7,0.472,-1,27.3,25.47,0,0,1,1,0.452,2023,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0.52,6,6,0.481,-2,26.7,23.96,0,0,0,1,0.595,2023,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0.526,7,6,0.475,-3,25.6,13.93,0,1,0,1,0.828,2023,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,0.532,8,7,0.469,-4,24.7,8.07,48,1,0,0,0.483,2023,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.62,-2,8,0.459,2,25.8,12.34,1,0,0,1,0.75,2023,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.613,-3,2,0.595,1,29.5,23.64,0,0,0,1,0.738,2023,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,0.55,1,6,0.481,-3,27.8,16.84,6,0,0,1,0.535,2023,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0.543,-1,6,0.488,1,27.6,15.79,1,0,0,1,0.573,2023,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0.537,-2,5,0.494,2,28.4,18.25,0,0,0,1,0.527,2023,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0.53,-3,1,0.607,2,29.5,23.36,0,0,0,1,0.715,2023,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3,0.524,-4,1,0.612,3,29.1,18.5,0,1,0,1,0.89,2023,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,0.518,-5,1,0.616,4,28.8,21.99,25,1,0,0,0.821,2023,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,0.621,5,9,0.441,-3,29.9,21.25,0,0,0,1,0.512,2023,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.625,6,9,0.436,-4,29.7,24.81,0,0,0,1,0.494,2023,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.629,7,9,0.432,-5,29.5,25.4,0,0,1,1,0.513,2023,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4,0.517,-2,3,0.527,7,30,23.13,0,0,0,1,0.268,2023,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3,0.522,1,5,0.522,-1,30.3,27.31,0,1,0,1,0.373,2023,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
5,0.516,-1,4,0.527,1,29.8,12.95,5,1,1,0,0.284,2023,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5,0.522,1,10,0.411,-2,30.9,23.96,0,0,0,1,0.359,2023,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0.516,-1,10,0.417,1,28.3,13.66,0,0,0,1,0.351,2023,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0.628,3,10,0.412,-2,23.5,3.94,47,0,1,1,0.501,2023,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0.632,4,10,0.408,-3,23.3,4.19,2,1,1,1,0.742,2023,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0.635,5,10,0.404,-4,27,17.49,0,1,1,0,0.77,2023,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,0.505,-3,3,0.545,3,28.6,21.84,0,1,0,0,0.466,2023,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0.5,-4,3,0.55,4,27.3,15.46,0,0,0,1,0.217,2023,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7,0.495,-5,3,0.554,5,28.2,18.24,0,0,0,1,0.208,2023,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0.5,1,4,0.515,-1,29.1,21.24,0,1,0,1,0.515,2023,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5,0.495,-1,4,0.52,1,28.3,15.87,0,1,0,0,0.349,2023,8,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,0.631,1,7,0.476,-4,25.1,12.56,5,0,1,1,0.655,2023,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5,0.514,4,3,0.548,-1,26.5,20.42,0,0,0,1,0.352,2023,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5,0.509,-1,3,0.552,1,26.4,19.84,0,1,1,1,0.636,2023,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6,0.505,-2,3,0.557,2,26.1,12,0,1,1,0,0.476,2023,8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0.617,1,6,0.5,-3,23.9,18.53,0,0,1,1,0.752,2023,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0.62,2,10,0.408,-8,24.5,24.59,0,0,0,1,0.858,2023,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0.615,-1,10,0.413,1,25.4,23.72,0,1,0,0,0.993,2023,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0.609,-2,10,0.419,2,25.8,12.19,0,1,1,0,0.962,2023,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6,0.495,-2,5,0.533,9,27.9,22.64,0,0,1,1,0.862,2023,9,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0.5,1,5,0.528,-1,26.3,24.56,0,0,1,1,0.919,2023,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0.504,2,9,0.427,-2,25.3,24.13,0,0,0,1,0.673,2023,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6,0.504,1,9,0.429,-1,25.8,22.64,0,1,0,0,0.601,2023,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6,0.504,1,9,0.429,-1,25.8,22.64,0,1,0,0,0.906,2023,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6,0.509,2,9,0.425,-2,25.7,14.57,0,1,1,0,0.735,2023,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6,0.513,3,8,0.442,-1,25.7,12.52,0,0,1,1,0.428,2023,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,0.517,4,5,0.525,-2,23.4,13.7,0,0,1,1,0.306,2023,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0.605,2,5,0.521,-3,23.9,6.3,39,1,0,0,0.782,2023,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0.612,4,6,0.512,-5,24.7,12.49,3,1,0,0,0.64,2023,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0.612,4,6,0.512,-5,24.7,12.49,3,1,0,0,0.599,2023,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4,0.525,-1,3,0.555,2,24.1,8.98,0,0,0,1,0.283,2023,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.613,-1,3,0.554,1,20.5,20.37,0,0,0,1,0.685,2023,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0.616,1,8,0.43,-2,21.8,19.69,0,1,1,0,0.959,2023,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0.619,2,8,0.426,-3,21.8,19.16,0,1,0,0,0.858,2023,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.625,4,2,0.557,-2,21.5,6.65,4,0,0,0,0.238,2023,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.625,4,2,0.557,-2,21.5,6.65,4,0,0,1,0.62,2023,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.62,-1,9,0.423,1,22.7,17.06,0,1,0,0,0.887,2023,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4,0.531,1,1,0.615,-2,21.1,16.39,0,1,1,0,0.882,2023,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4,0.535,2,1,0.611,-3,19.7,7.45,5,1,1,0,1,2023,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4,0.531,-1,1,0.614,1,18.4,20.05,0,1,1,0,1,2023,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4,0.534,1,10,0.404,-3,18.2,19.93,0,1,1,0,0.76,2023,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,0.53,-1,10,0.409,1,17.5,9.4,0,1,1,0,0.614,2023,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.618,-1,6,0.5,1,15.5,17.92,0,0,0,1,1,2023,10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4,0.526,-2,7,0.478,1,16.8,13.16,0,1,0,0,0.839,2023,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3,0.53,1,7,0.474,-1,17.1,5.92,0,1,1,0,0.901,2023,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,0.609,-3,7,0.478,1,17.4,11.77,1,1,0,0,0.96,2023,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.612,1,7,0.475,-1,17.1,18.62,0,0,0,1,0.78,2023,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,0.526,1,4,0.529,-1,17.5,14.4,0,0,0,1,0.299,2023,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
5,0.529,2,6,0.507,-1,17.5,9.14,0,0,1,1,0.808,2023,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0.603,-2,3,0.532,3,14.7,6.54,6,1,0,0,0.917,2023,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,0.606,1,5,0.529,-1,16.1,13.73,0,1,1,0,1,2023,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5,0.525,-2,3,0.536,1,14.7,18,0,0,0,1,0.667,2023,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
